captured_at,book,game_id,player_id,player_name,stat,line,over_price,under_price,start_time
2026-05-26T08:04:36,bov,25830906,,Alex Caruso,pts,6.5,-240,+175,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Alex Caruso,pts,7.5,-165,+125,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Alex Caruso,pts,8.5,-115,-115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Alex Caruso,pts,9.5,+120,-160,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Alex Caruso,pts,10.5,+160,-215,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Cason Wallace,pts,6.5,-215,+160,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Cason Wallace,pts,7.5,-145,+110,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Cason Wallace,pts,8.5,-105,-125,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Cason Wallace,pts,9.5,+130,-170,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Cason Wallace,pts,10.5,+175,-240,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,pts,10.5,-275,+200,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,pts,11.5,-190,+145,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,pts,12.5,-145,+110,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,pts,13.5,-110,-120,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,pts,14.5,+120,-160,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,pts,15.5,+150,-200,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,pts,16.5,+190,-260,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,De'Aaron Fox,pts,11.5,-245,+180,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,De'Aaron Fox,pts,12.5,-180,+135,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,De'Aaron Fox,pts,13.5,-135,+105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,De'Aaron Fox,pts,14.5,-105,-125,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,De'Aaron Fox,pts,15.5,+120,-160,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,De'Aaron Fox,pts,16.5,+155,-210,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,De'Aaron Fox,pts,17.5,+200,-275,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Devin Vassell,pts,11.5,-220,+165,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Devin Vassell,pts,12.5,-165,+125,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Devin Vassell,pts,13.5,-125,-105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Devin Vassell,pts,14.5,+105,-135,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Devin Vassell,pts,15.5,+135,-180,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Devin Vassell,pts,16.5,+170,-230,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Devin Vassell,pts,17.5,+215,-300,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Dylan Harper,pts,6.5,-290,+210,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Dylan Harper,pts,7.5,-190,+145,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Dylan Harper,pts,8.5,-135,+105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Dylan Harper,pts,9.5,EVEN,-130,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Dylan Harper,pts,10.5,+135,-180,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Dylan Harper,pts,11.5,+180,-245,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Isaiah Hartenstein,pts,5.5,-190,+145,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Isaiah Hartenstein,pts,6.5,-125,-105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Isaiah Hartenstein,pts,7.5,+115,-150,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Isaiah Hartenstein,pts,8.5,+155,-210,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jalen Williams,pts,11.5,-260,+190,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jalen Williams,pts,12.5,-190,+145,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jalen Williams,pts,13.5,-145,+110,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jalen Williams,pts,14.5,-110,-120,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jalen Williams,pts,15.5,+115,-150,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jalen Williams,pts,16.5,+150,-200,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jalen Williams,pts,17.5,+185,-250,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jared McCain,pts,9.5,-215,+160,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jared McCain,pts,10.5,-150,+115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jared McCain,pts,11.5,-115,-115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jared McCain,pts,12.5,+115,-150,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jared McCain,pts,13.5,+150,-200,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jared McCain,pts,14.5,+190,-260,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jaylin Williams,pts,4.5,-230,+170,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jaylin Williams,pts,5.5,-150,+115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jaylin Williams,pts,6.5,EVEN,-130,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jaylin Williams,pts,7.5,+140,-185,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jaylin Williams,pts,8.5,+200,-275,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Julian Champagnie,pts,6.5,-250,+185,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Julian Champagnie,pts,7.5,-170,+130,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Julian Champagnie,pts,8.5,-120,-110,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Julian Champagnie,pts,9.5,+115,-150,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Julian Champagnie,pts,10.5,+155,-210,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Julian Champagnie,pts,11.5,+205,-280,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Keldon Johnson,pts,4.5,-230,+170,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Keldon Johnson,pts,5.5,-150,+115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Keldon Johnson,pts,6.5,EVEN,-130,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Keldon Johnson,pts,7.5,+140,-185,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Keldon Johnson,pts,8.5,+200,-275,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luguentz Dort,pts,4.5,-130,EVEN,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luguentz Dort,pts,5.5,+115,-150,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luguentz Dort,pts,6.5,+165,-220,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luke Kornet,pts,2.5,-230,+170,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luke Kornet,pts,3.5,-130,EVEN,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luke Kornet,pts,4.5,+120,-160,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luke Kornet,pts,5.5,+180,-245,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,pts,25.5,-280,+205,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,pts,26.5,-230,+170,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,pts,27.5,-185,+140,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,pts,28.5,-150,+115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,pts,29.5,-125,-105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,pts,30.5,-105,-125,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,pts,31.5,+115,-150,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,pts,32.5,+135,-180,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,pts,33.5,+160,-215,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,pts,34.5,+190,-260,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Stephon Castle,pts,14.5,-240,+175,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Stephon Castle,pts,15.5,-180,+135,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Stephon Castle,pts,16.5,-135,+105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Stephon Castle,pts,17.5,-110,-120,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Stephon Castle,pts,18.5,+115,-150,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Stephon Castle,pts,19.5,+145,-190,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Stephon Castle,pts,20.5,+175,-240,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Victor Wembanyama,pts,22.5,-245,+180,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Victor Wembanyama,pts,23.5,-200,+150,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Victor Wembanyama,pts,24.5,-160,+120,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Victor Wembanyama,pts,25.5,-130,EVEN,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Victor Wembanyama,pts,26.5,-105,-125,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Victor Wembanyama,pts,27.5,+115,-150,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Victor Wembanyama,pts,28.5,+135,-180,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Victor Wembanyama,pts,29.5,+165,-220,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Victor Wembanyama,pts,30.5,+200,-275,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Alex Caruso,pts,2.5,+120,-160,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,pts,3.5,-110,-120,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,De'Aaron Fox,pts,3.5,+105,-135,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Devin Vassell,pts,3.5,-115,-115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Dylan Harper,pts,2.5,+105,-135,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Isaiah Hartenstein,pts,1.5,-145,+110,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jalen Williams,pts,3.5,-135,+105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Julian Champagnie,pts,2.5,+105,-135,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luguentz Dort,pts,0.5,-115,-115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,pts,6.5,-125,-105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Stephon Castle,pts,4.5,EVEN,-130,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Victor Wembanyama,pts,6.5,-130,EVEN,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Alex Caruso,reb,2.5,-150,+115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Alex Caruso,reb,3.5,+150,-200,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Cason Wallace,reb,2.5,-210,+155,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Cason Wallace,reb,3.5,+110,-145,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,reb,5.5,-300,+215,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,reb,6.5,-160,+120,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,reb,7.5,+110,-145,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Chet Holmgren,reb,8.5,+185,-250,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,De'Aaron Fox,reb,3.5,-125,-105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,De'Aaron Fox,reb,4.5,+165,-220,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Devin Vassell,reb,3.5,-260,+190,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Devin Vassell,reb,4.5,-125,-105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Devin Vassell,reb,5.5,+150,-200,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Dylan Harper,reb,2.5,-200,+150,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Dylan Harper,reb,3.5,+115,-150,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Isaiah Hartenstein,reb,6.5,-185,+140,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Isaiah Hartenstein,reb,7.5,-105,-125,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Isaiah Hartenstein,reb,8.5,+160,-215,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jalen Williams,reb,3.5,-150,+115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jalen Williams,reb,4.5,+135,-180,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jared McCain,reb,2.5,-115,-115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jared McCain,reb,3.5,+200,-275,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jaylin Williams,reb,3.5,-300,+215,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jaylin Williams,reb,4.5,-135,+105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Jaylin Williams,reb,5.5,+140,-185,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Julian Champagnie,reb,4.5,-190,+145,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Julian Champagnie,reb,5.5,EVEN,-130,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Julian Champagnie,reb,6.5,+175,-240,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Keldon Johnson,reb,2.5,-135,+105,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Keldon Johnson,reb,3.5,+165,-220,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luguentz Dort,reb,2.5,-115,-115,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luguentz Dort,reb,3.5,+200,-275,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luke Kornet,reb,2.5,-190,+145,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Luke Kornet,reb,3.5,+120,-160,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,reb,3.5,-165,+125,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Shai Gilgeous-Alexander,reb,4.5,+125,-165,2026-05-27T00:40:00
2026-05-26T08:04:36,bov,25830906,,Stephon Castle,reb,4.5,-190,+145,2026-05-27T00:40:00
